31764,220,3
213,NONE,-1,-1,-1,-1,-1,-1
214,3,104,0,0,165,58,81
215,5,95,191,69,184,271,156
216,3,170,0,40,214,83,104
217,6,146,70,67,220,142,145
218,1,44,233,0,103,310,90
219,6,146,0,0,240,76,61
220,1,135,138,0,206,182,104
221,3,170,43,104,214,92,172
222,3,0,177,66,41,250,154
223,NONE,-1,-1,-1,-1,-1,-1
224,6,106,170,185,174,226,284
225,NONE,-1,-1,-1,-1,-1,-1
226,3,44,0,0,104,74,72
227,1,154,43,57,213,116,153
228,NONE,-1,-1,-1,-1,-1,-1
229,NONE,-1,-1,-1,-1,-1,-1
230,4,0,182,151,48,228,237
231,NONE,-1,-1,-1,-1,-1,-1
232,3,135,242,61,182,309,145
233,NONE,-1,-1,-1,-1,-1,-1
234,2,0,0,53,43,104,118
235,NONE,-1,-1,-1,-1,-1,-1
236,3,104,0,81,160,56,172
237,NONE,-1,-1,-1,-1,-1,-1
238,6,0,174,178,69,224,280
239,NONE,-1,-1,-1,-1,-1,-1
240,NONE,-1,-1,-1,-1,-1,-1
241,1,103,246,0,177,317,91
242,4,179,168,56,232,237,145
243,NONE,-1,-1,-1,-1,-1,-1
244,4,179,242,0,241,317,76
245,NONE,-1,-1,-1,-1,-1,-1
246,2,156,240,0,217,300,102
247,NONE,-1,-1,-1,-1,-1,-1
248,4,0,247,73,52,314,150
249,NONE,-1,-1,-1,-1,-1,-1
250,NONE,-1,-1,-1,-1,-1,-1
251,NONE,-1,-1,-1,-1,-1,-1
252,5,192,163,0,240,258,110
253,NONE,-1,-1,-1,-1,-1,-1
254,NONE,-1,-1,-1,-1,-1,-1
255,5,0,0,212,98,96,276
256,NONE,-1,-1,-1,-1,-1,-1
257,4,105,168,69,172,222,120
258,4,105,228,43,176,310,98
259,NONE,-1,-1,-1,-1,-1,-1
260,4,185,79,44,228,128,143
261,NONE,-1,-1,-1,-1,-1,-1
262,NONE,-1,-1,-1,-1,-1,-1
263,1,0,146,63,56,229,161
264,6,68,92,86,136,152,194
265,3,0,128,160,58,175,220
266,3,47,240,0,135,293,61
267,NONE,-1,-1,-1,-1,-1,-1
268,NONE,-1,-1,-1,-1,-1,-1
269,4,179,168,0,237,242,56
270,3,193,100,50,240,152,120
271,4,52,127,127,96,168,219
272,4,0,51,139,40,115,214
273,6,0,230,96,71,309,181
274,5,161,75,100,236,163,210
275,3,47,240,61,124,285,135
276,4,194,0,157,240,62,226
277,5,128,58,210,236,163,264
278,2,81,90,59,154,170,103
279,NONE,-1,-1,-1,-1,-1,-1
280,3,47,177,79,100,238,169
281,NONE,-1,-1,-1,-1,-1,-1
282,6,92,0,0,146,92,107
283,5,95,191,156,192,257,256
284,5,192,163,212,244,273,282
285,6,106,172,0,214,226,81
286,NONE,-1,-1,-1,-1,-1,-1
287,NONE,-1,-1,-1,-1,-1,-1
288,2,155,52,0,216,146,101
289,4,105,228,98,175,294,141
290,2,68,0,45,114,69,125
291,4,0,127,53,81,167,127
292,NONE,-1,-1,-1,-1,-1,-1
293,NONE,-1,-1,-1,-1,-1,-1
294,NONE,-1,-1,-1,-1,-1,-1
295,6,92,0,195,141,109,264
296,NONE,-1,-1,-1,-1,-1,-1
297,5,81,0,106,182,68,209
298,NONE,-1,-1,-1,-1,-1,-1
299,6,0,0,146,87,80,229
300,5,95,191,0,192,292,69
301,NONE,-1,-1,-1,-1,-1,-1
302,NONE,-1,-1,-1,-1,-1,-1
303,NONE,-1,-1,-1,-1,-1,-1
304,6,174,172,186,242,223,275
305,3,156,0,189,214,63,242
306,NONE,-1,-1,-1,-1,-1,-1
307,NONE,-1,-1,-1,-1,-1,-1
308,NONE,-1,-1,-1,-1,-1,-1
309,NONE,-1,-1,-1,-1,-1,-1
310,3,47,177,169,90,236,234
311,NONE,-1,-1,-1,-1,-1,-1
312,NONE,-1,-1,-1,-1,-1,-1
313,1,0,0,0,54,54,91
314,NONE,-1,-1,-1,-1,-1,-1
315,3,193,219,61,243,272,136
316,NONE,-1,-1,-1,-1,-1,-1
317,4,49,177,194,102,263,244
318,NONE,-1,-1,-1,-1,-1,-1
319,5,192,163,110,240,264,212
320,3,44,0,170,97,57,234
321,NONE,-1,-1,-1,-1,-1,-1
322,2,0,266,74,102,311,140
323,NONE,-1,-1,-1,-1,-1,-1
324,5,203,0,120,243,41,188
325,NONE,-1,-1,-1,-1,-1,-1
326,3,193,152,115,238,203,199
327,3,0,250,66,44,308,162
328,NONE,-1,-1,-1,-1,-1,-1
329,6,141,0,223,235,65,281
330,NONE,-1,-1,-1,-1,-1,-1
331,NONE,-1,-1,-1,-1,-1,-1
332,NONE,-1,-1,-1,-1,-1,-1
333,5,164,75,0,236,160,100
334,NONE,-1,-1,-1,-1,-1,-1
335,1,107,43,0,198,138,57
336,4,0,51,71,49,123,139
337,1,103,190,45,180,230,147
338,NONE,-1,-1,-1,-1,-1,-1
339,NONE,-1,-1,-1,-1,-1,-1
340,NONE,-1,-1,-1,-1,-1,-1
341,1,90,245,91,177,317,148
342,NONE,-1,-1,-1,-1,-1,-1
343,NONE,-1,-1,-1,-1,-1,-1
344,NONE,-1,-1,-1,-1,-1,-1
345,3,193,100,120,240,143,198
346,5,0,96,0,83,206,95
347,NONE,-1,-1,-1,-1,-1,-1
348,NONE,-1,-1,-1,-1,-1,-1
349,NONE,-1,-1,-1,-1,-1,-1
350,6,156,226,192,216,295,277
351,1,0,54,0,107,146,41
352,3,0,0,98,43,66,187
353,3,135,242,0,201,312,61
354,2,146,0,103,216,70,155
355,4,51,51,189,96,111,241
356,5,0,206,110,95,283,209
357,5,203,0,0,243,56,58
358,NONE,-1,-1,-1,-1,-1,-1
359,NONE,-1,-1,-1,-1,-1,-1
360,3,100,74,45,153,150,125
361,1,154,117,104,215,182,155
362,NONE,-1,-1,-1,-1,-1,-1
363,4,140,0,85,207,79,157
364,2,0,0,0,68,110,53
365,5,0,206,0,95,294,110
366,6,75,230,169,146,286,274
367,NONE,-1,-1,-1,-1,-1,-1
368,NONE,-1,-1,-1,-1,-1,-1
369,NONE,-1,-1,-1,-1,-1,-1
370,NONE,-1,-1,-1,-1,-1,-1
371,4,49,0,190,140,48,242
372,NONE,-1,-1,-1,-1,-1,-1
373,NONE,-1,-1,-1,-1,-1,-1
374,NONE,-1,-1,-1,-1,-1,-1
375,4,182,79,143,230,146,240
376,NONE,-1,-1,-1,-1,-1,-1
377,NONE,-1,-1,-1,-1,-1,-1
378,4,179,168,145,232,227,234
379,NONE,-1,-1,-1,-1,-1,-1
380,3,201,210,0,242,272,56
381,1,0,233,100,64,302,148
382,1,54,0,0,160,43,102
383,NONE,-1,-1,-1,-1,-1,-1
384,4,105,168,0,178,228,69
385,5,203,0,188,243,48,252
386,NONE,-1,-1,-1,-1,-1,-1
387,3,193,219,136,240,261,232
388,NONE,-1,-1,-1,-1,-1,-1
389,NONE,-1,-1,-1,-1,-1,-1
390,NONE,-1,-1,-1,-1,-1,-1
391,2,0,110,64,73,175,151
392,1,160,0,0,223,40,87
393,3,0,0,187,44,65,234
394,5,0,0,103,81,90,212
395,NONE,-1,-1,-1,-1,-1,-1
396,NONE,-1,-1,-1,-1,-1,-1
397,1,0,54,99,80,113,150
398,2,138,0,0,223,52,103
399,4,185,79,0,230,168,44
400,4,0,123,127,52,173,191

