31670,222,3
55,NONE,-1,-1,-1,-1,-1,-1
56,NONE,-1,-1,-1,-1,-1,-1
57,4,0,0,0,59,64,83
58,NONE,-1,-1,-1,-1,-1,-1
59,4,0,269,40,79,318,125
60,NONE,-1,-1,-1,-1,-1,-1
61,NONE,-1,-1,-1,-1,-1,-1
62,1,87,265,0,175,308,92
63,NONE,-1,-1,-1,-1,-1,-1
64,NONE,-1,-1,-1,-1,-1,-1
65,1,41,109,67,151,159,145
66,2,88,196,68,138,282,115
67,NONE,-1,-1,-1,-1,-1,-1
68,6,177,236,185,223,317,277
69,3,57,0,153,104,54,237
70,NONE,-1,-1,-1,-1,-1,-1
71,6,72,80,104,115,140,203
72,NONE,-1,-1,-1,-1,-1,-1
73,6,54,80,0,117,166,104
74,NONE,-1,-1,-1,-1,-1,-1
75,4,0,184,0,74,269,43
76,2,0,43,0,40,139,92
77,2,47,131,0,143,196,50
78,1,176,241,0,218,315,104
79,NONE,-1,-1,-1,-1,-1,-1
80,3,167,269,52,211,312,137
81,NONE,-1,-1,-1,-1,-1,-1
82,5,0,0,212,97,66,283
83,NONE,-1,-1,-1,-1,-1,-1
84,NONE,-1,-1,-1,-1,-1,-1
85,4,138,206,175,182,253,243
86,3,0,188,177,41,251,242
87,2,170,0,0,223,54,107
88,NONE,-1,-1,-1,-1,-1,-1
89,NONE,-1,-1,-1,-1,-1,-1
90,NONE,-1,-1,-1,-1,-1,-1
91,NONE,-1,-1,-1,-1,-1,-1
92,4,0,119,0,58,184,58
93,NONE,-1,-1,-1,-1,-1,-1
94,6,106,241,91,173,307,189
95,NONE,-1,-1,-1,-1,-1,-1
96,NONE,-1,-1,-1,-1,-1,-1
97,4,59,0,51,112,53,144
98,NONE,-1,-1,-1,-1,-1,-1
99,4,118,133,56,186,203,127
100,NONE,-1,-1,-1,-1,-1,-1
101,NONE,-1,-1,-1,-1,-1,-1
102,NONE,-1,-1,-1,-1,-1,-1
103,6,159,0,172,237,44,274
104,NONE,-1,-1,-1,-1,-1,-1
105,5,0,184,95,80,287,190
106,6,92,166,140,184,220,230
107,NONE,-1,-1,-1,-1,-1,-1
108,NONE,-1,-1,-1,-1,-1,-1
109,5,195,105,108,239,184,206
110,NONE,-1,-1,-1,-1,-1,-1
111,NONE,-1,-1,-1,-1,-1,-1
112,3,0,253,0,67,316,79
113,NONE,-1,-1,-1,-1,-1,-1
114,NONE,-1,-1,-1,-1,-1,-1
115,NONE,-1,-1,-1,-1,-1,-1
116,NONE,-1,-1,-1,-1,-1,-1
117,3,67,188,168,116,240,233
118,NONE,-1,-1,-1,-1,-1,-1
119,NONE,-1,-1,-1,-1,-1,-1
120,NONE,-1,-1,-1,-1,-1,-1
121,NONE,-1,-1,-1,-1,-1,-1
122,2,80,196,115,184,273,161
123,3,0,134,193,62,174,236
124,6,87,0,172,159,54,276
125,5,151,184,208,236,275,276
126,3,78,102,72,138,166,157
127,NONE,-1,-1,-1,-1,-1,-1
128,NONE,-1,-1,-1,-1,-1,-1
129,6,92,166,0,202,251,59
130,3,204,89,0,244,134,78
131,NONE,-1,-1,-1,-1,-1,-1
132,NONE,-1,-1,-1,-1,-1,-1
133,5,174,0,0,237,91,109
134,5,0,184,190,80,281,278
135,4,0,184,111,45,250,219
136,6,195,166,140,242,232,242
137,NONE,-1,-1,-1,-1,-1,-1
138,NONE,-1,-1,-1,-1,-1,-1
139,5,95,95,110,179,170,206
140,NONE,-1,-1,-1,-1,-1,-1
141,2,142,273,0,212,316,87
142,6,0,172,0,92,255,74
143,NONE,-1,-1,-1,-1,-1,-1
144,NONE,-1,-1,-1,-1,-1,-1
145,5,93,0,96,172,75,202
146,1,104,44,57,149,100,157
147,3,138,89,142,184,144,207
148,3,67,259,0,167,308,67
149,NONE,-1,-1,-1,-1,-1,-1
150,3,0,253,183,58,295,237
151,1,130,0,0,209,44,106
152,4,0,0,172,49,57,239
153,NONE,-1,-1,-1,-1,-1,-1
154,NONE,-1,-1,-1,-1,-1,-1
155,NONE,-1,-1,-1,-1,-1,-1
156,4,71,119,111,118,192,221
157,6,117,64,87,171,152,175
158,NONE,-1,-1,-1,-1,-1,-1
159,4,59,0,144,111,50,236
160,NONE,-1,-1,-1,-1,-1,-1
161,NONE,-1,-1,-1,-1,-1,-1
162,3,0,253,79,65,299,183
163,6,0,164,234,83,247,283
164,1,49,160,122,151,247,162
165,5,0,0,0,93,96,103
166,NONE,-1,-1,-1,-1,-1,-1
167,3,184,218,118,231,268,218
168,6,117,64,0,185,152,87
169,NONE,-1,-1,-1,-1,-1,-1
170,4,185,0,126,229,81,226
171,4,138,266,45,193,316,138
172,4,84,218,0,135,294,71
173,NONE,-1,-1,-1,-1,-1,-1
174,NONE,-1,-1,-1,-1,-1,-1
175,NONE,-1,-1,-1,-1,-1,-1
176,NONE,-1,-1,-1,-1,-1,-1
177,4,74,119,0,118,218,41
178,NONE,-1,-1,-1,-1,-1,-1
179,4,0,114,164,62,177,237
180,3,67,188,0,126,259,80
181,3,0,0,0,57,58,98
182,2,0,139,84,45,209,162
183,6,185,64,0,242,136,105
184,NONE,-1,-1,-1,-1,-1,-1
185,4,187,88,0,229,188,67
186,2,0,139,0,47,232,84
187,3,0,134,0,78,188,84
188,3,78,102,157,129,153,243
189,1,0,169,0,56,256,63
190,NONE,-1,-1,-1,-1,-1,-1
191,NONE,-1,-1,-1,-1,-1,-1
192,4,84,218,71,138,292,147
193,NONE,-1,-1,-1,-1,-1,-1
194,NONE,-1,-1,-1,-1,-1,-1
195,NONE,-1,-1,-1,-1,-1,-1
196,NONE,-1,-1,-1,-1,-1,-1
197,NONE,-1,-1,-1,-1,-1,-1
198,NONE,-1,-1,-1,-1,-1,-1
199,3,126,176,0,184,249,67
200,NONE,-1,-1,-1,-1,-1,-1
201,NONE,-1,-1,-1,-1,-1,-1
202,4,193,266,45,233,318,139
203,NONE,-1,-1,-1,-1,-1,-1
204,NONE,-1,-1,-1,-1,-1,-1
205,3,204,89,78,244,136,187
206,3,57,60,165,104,101,225
207,6,168,0,73,238,45,168
208,NONE,-1,-1,-1,-1,-1,-1
209,2,140,273,87,212,317,162
210,NONE,-1,-1,-1,-1,-1,-1
211,5,93,0,0,174,95,96
212,5,195,0,211,243,105,285
213,NONE,-1,-1,-1,-1,-1,-1
214,3,138,89,61,199,147,142
215,5,97,0,202,186,87,282
216,3,107,0,68,151,83,132
217,6,0,79,195,72,153,273
218,1,0,0,0,59,77,90
219,6,177,236,91,238,312,185
220,1,59,0,0,130,44,104
221,3,184,224,50,233,268,118
222,5,151,275,169,224,316,257
223,NONE,-1,-1,-1,-1,-1,-1
224,6,115,80,175,171,148,274
225,2,88,196,0,142,289,68
226,3,78,102,0,138,176,72
227,2,111,0,0,170,96,73
228,NONE,-1,-1,-1,-1,-1,-1
229,NONE,-1,-1,-1,-1,-1,-1
230,4,138,266,138,186,312,224
231,1,0,0,104,96,68,153
232,3,67,259,67,151,306,134
233,NONE,-1,-1,-1,-1,-1,-1
234,1,149,44,57,192,109,161
235,NONE,-1,-1,-1,-1,-1,-1
236,3,0,0,98,56,56,189
237,NONE,-1,-1,-1,-1,-1,-1
238,3,57,0,0,107,102,69
239,NONE,-1,-1,-1,-1,-1,-1
240,NONE,-1,-1,-1,-1,-1,-1
241,1,87,174,0,158,265,74
242,4,186,119,67,239,188,156
243,NONE,-1,-1,-1,-1,-1,-1
244,4,118,54,154,180,129,230
245,NONE,-1,-1,-1,-1,-1,-1
246,NONE,-1,-1,-1,-1,-1,-1
247,2,40,43,43,102,122,141
248,4,84,218,147,136,285,224
249,NONE,-1,-1,-1,-1,-1,-1
250,NONE,-1,-1,-1,-1,-1,-1
251,NONE,-1,-1,-1,-1,-1,-1
252,6,0,255,88,95,303,198
253,NONE,-1,-1,-1,-1,-1,-1
254,NONE,-1,-1,-1,-1,-1,-1
255,5,97,87,206,195,183,270
256,NONE,-1,-1,-1,-1,-1,-1
257,4,59,0,0,126,54,51
258,4,118,54,72,173,125,154
259,NONE,-1,-1,-1,-1,-1,-1
260,4,126,0,0,175,43,99
261,2,142,196,0,184,273,100
262,NONE,-1,-1,-1,-1,-1,-1
263,2,143,96,45,199,179,143
264,6,182,64,105,242,132,213
265,3,126,176,67,184,223,127
266,3,67,188,80,120,249,168
267,NONE,-1,-1,-1,-1,-1,-1
268,NONE,-1,-1,-1,-1,-1,-1
269,4,118,133,127,174,191,201
270,3,167,269,0,237,316,52
271,1,0,77,0,41,169,44
272,3,107,0,198,182,64,238
273,6,0,0,169,71,79,254
274,5,95,95,0,183,170,110
275,5,195,105,206,240,179,283
276,4,0,269,178,69,315,240
277,5,180,170,0,234,275,108
278,1,0,256,72,80,300,145
279,NONE,-1,-1,-1,-1,-1,-1
280,3,0,58,80,53,119,170
281,NONE,-1,-1,-1,-1,-1,-1
282,6,0,80,0,54,172,107
283,5,0,73,212,97,173,278
284,6,85,166,230,195,236,282
285,6,92,166,59,200,220,140
286,NONE,-1,-1,-1,-1,-1,-1
287,NONE,-1,-1,-1,-1,-1,-1
288,NONE,-1,-1,-1,-1,-1,-1
289,4,74,119,41,117,185,111
290,1,0,169,63,46,238,143
291,4,0,64,115,81,104,189
292,NONE,-1,-1,-1,-1,-1,-1
293,NONE,-1,-1,-1,-1,-1,-1
294,NONE,-1,-1,-1,-1,-1,-1
295,3,0,134,84,69,183,193
296,NONE,-1,-1,-1,-1,-1,-1
297,5,83,184,69,151,285,172
298,NONE,-1,-1,-1,-1,-1,-1
299,6,0,0,0,87,80,83
300,5,83,184,0,180,285,69
301,NONE,-1,-1,-1,-1,-1,-1
302,NONE,-1,-1,-1,-1,-1,-1
303,NONE,-1,-1,-1,-1,-1,-1
304,3,107,0,0,158,89,68
305,3,119,176,185,182,229,243
306,NONE,-1,-1,-1,-1,-1,-1
307,2,111,0,73,154,96,155
308,NONE,-1,-1,-1,-1,-1,-1
309,NONE,-1,-1,-1,-1,-1,-1
310,3,107,0,132,150,59,197
311,NONE,-1,-1,-1,-1,-1,-1
312,NONE,-1,-1,-1,-1,-1,-1
313,4,189,206,69,243,260,160
314,NONE,-1,-1,-1,-1,-1,-1
315,3,182,159,161,232,212,236
316,NONE,-1,-1,-1,-1,-1,-1
317,4,0,64,189,86,114,242
318,NONE,-1,-1,-1,-1,-1,-1
319,5,195,0,109,243,101,211
320,3,0,58,170,53,115,234
321,NONE,-1,-1,-1,-1,-1,-1
322,2,47,131,50,113,176,152
323,NONE,-1,-1,-1,-1,-1,-1
324,3,158,48,0,226,89,40
325,NONE,-1,-1,-1,-1,-1,-1
326,3,158,0,93,209,45,177
327,3,156,45,102,214,89,198
328,NONE,-1,-1,-1,-1,-1,-1
329,3,0,188,0,58,253,94
330,NONE,-1,-1,-1,-1,-1,-1
331,2,40,43,0,111,131,43
332,NONE,-1,-1,-1,-1,-1,-1
333,5,162,184,108,234,269,208
334,NONE,-1,-1,-1,-1,-1,-1
335,1,104,44,0,195,139,57
336,4,0,184,43,49,256,111
337,1,158,139,0,198,241,77
338,NONE,-1,-1,-1,-1,-1,-1
339,NONE,-1,-1,-1,-1,-1,-1
340,NONE,-1,-1,-1,-1,-1,-1
341,1,0,256,0,87,313,72
342,NONE,-1,-1,-1,-1,-1,-1
343,NONE,-1,-1,-1,-1,-1,-1
344,NONE,-1,-1,-1,-1,-1,-1
345,6,195,158,242,242,236,285
346,5,0,184,0,83,294,95
347,NONE,-1,-1,-1,-1,-1,-1
348,NONE,-1,-1,-1,-1,-1,-1
349,NONE,-1,-1,-1,-1,-1,-1
350,6,182,51,213,242,136,282
351,1,0,77,44,41,169,151
352,6,72,75,203,115,164,269
353,3,138,89,0,204,159,61
354,NONE,-1,-1,-1,-1,-1,-1
355,3,182,0,177,234,45,237
356,5,0,96,110,95,173,209
357,3,126,176,127,182,216,185
358,NONE,-1,-1,-1,-1,-1,-1
359,NONE,-1,-1,-1,-1,-1,-1
360,3,0,58,0,53,134,80
361,2,158,0,107,223,61,158
362,NONE,-1,-1,-1,-1,-1,-1
363,4,118,54,0,185,133,72
364,NONE,-1,-1,-1,-1,-1,-1
365,5,0,96,0,95,184,110
366,6,0,247,198,105,303,269
367,NONE,-1,-1,-1,-1,-1,-1
368,NONE,-1,-1,-1,-1,-1,-1
369,NONE,-1,-1,-1,-1,-1,-1
370,NONE,-1,-1,-1,-1,-1,-1
371,4,186,266,139,234,318,230
372,NONE,-1,-1,-1,-1,-1,-1
373,NONE,-1,-1,-1,-1,-1,-1
374,NONE,-1,-1,-1,-1,-1,-1
375,1,56,77,0,104,174,67
376,NONE,-1,-1,-1,-1,-1,-1
377,NONE,-1,-1,-1,-1,-1,-1
378,4,0,0,83,53,59,172
379,NONE,-1,-1,-1,-1,-1,-1
380,3,158,48,40,214,89,102
381,1,87,174,74,151,243,122
382,2,0,0,0,106,43,102
383,NONE,-1,-1,-1,-1,-1,-1
384,4,135,206,0,208,266,69
385,3,184,159,97,224,207,161
386,NONE,-1,-1,-1,-1,-1,-1
387,3,57,60,69,104,102,165
388,NONE,-1,-1,-1,-1,-1,-1
389,NONE,-1,-1,-1,-1,-1,-1
390,NONE,-1,-1,-1,-1,-1,-1
391,NONE,-1,-1,-1,-1,-1,-1
392,2,184,186,0,224,249,87
393,3,184,159,50,228,224,97
394,5,0,0,103,81,90,212
395,NONE,-1,-1,-1,-1,-1,-1
396,NONE,-1,-1,-1,-1,-1,-1
397,2,0,232,58,80,291,109
398,NONE,-1,-1,-1,-1,-1,-1
399,4,135,266,0,224,310,45
400,4,186,119,156,238,183,206

